id,sales
3000888,5.86
3000889,0.0
3000890,6.13
3000891,2599.92
3000892,0.28
3000893,433.3333105999998
3000894,15.1
3000895,701.53
3000896,768.47
3000897,117.8792700000001
3000898,154.09
3000899,140.95091910000002
3000900,2701.45
3000901,18.43
3000902,1.95
3000903,29.93
3000904,44.0
3000905,0.08
3000906,189.27
3000907,13.63
3000908,133.28
3000909,19.27
3000910,180.04
3000911,7.9
3000912,283.05550000000005
3000913,214.04
3000914,4.75
3000915,12.44
3000916,388.5080802
3000917,64.83092037
3000918,4155.182820000002
3000919,3111.879808999999
3000920,27.18639004000001
3000921,2.95
3000922,1.45
3000923,3.01
3000924,1250.02
3000925,0.0
3000926,99.43
3000927,3.13
3000928,679.07
3000929,579.12
3000930,232.0999
3000931,51.55
3000932,41.184709999999995
3000933,3265.2928200000006
3000934,9.27
3000935,0.39
3000936,15.47
3000937,34.08
3000938,0.63
3000939,217.06243010000006
3000940,5.52
3000941,216.52310009999994
3000942,36.99
3000943,221.90048949999996
3000944,0.98
3000945,156.65605249999996
3000946,227.34341930000002
3000947,1.05
3000948,4.52
3000949,308.6290799499998
3000950,26.95
3000951,3702.912880000001
3000952,157.43
3000953,2.46
3000954,7.96
3000955,0.14
3000956,7.83
3000957,5415.6
3000958,0.0
3000959,876.40175
3000960,10.58
3000961,1653.58
3000962,950.79
3000963,474.0794999999998
3000964,150.42
3000965,62.76556000000001
3000966,8424.15582
3000967,22.21
3000968,1.36
3000969,46.52
3000970,44.24
3000971,0.43
3000972,455.6
3000973,10.82
3000974,451.69933000000003
3000975,17.81
3000976,335.5
3000977,6.65
3000978,644.8391403999993
3000979,508.0646894999998
3000980,1.13
3000981,11.33
3000982,463.3102116000004
3000983,108.05615013999999
3000984,3374.544699999998
3000985,52.95
3000986,10.390389995
3000987,5.09
3000988,0.05
3000989,6.21
3000990,1908.94
3000991,0.0
3000992,199.9
3000993,9.98
3000994,774.61
3000995,716.66
3000996,218.20291
3000997,58.78
3000998,65.81418999999997
3000999,3808.8733000000007
3001000,23.16
3001001,1.0
3001002,13.71
3001003,28.15
3001004,0.21
3001005,167.1441703
3001006,8.64
3001007,164.5236403
3001008,29.12
3001009,162.92176000000006
3001010,1.98
3001011,126.10235085999986
3001012,180.75599050000005
3001013,1.46
3001014,5.7
3001015,144.05389845000013
3001016,24.92
3001017,3419.4397200000008
3001018,59.73
3001019,3.1
3001020,4.02
3001021,0.0
3001022,3.76
3001023,1759.64
3001024,0.0
3001025,148.18
3001026,5.96
3001027,756.64
3001028,596.03
3001029,140.94291
3001030,63.13
3001031,32.79089
3001032,3773.37509
3001033,22.88
3001034,0.44
3001035,13.53
3001036,28.46
