id,sales
3000888,7.0
3000889,0.0
3000890,10.0
3000891,825.0
3000892,0.0
3000893,372.533
3000894,12.0
3000895,632.0
3000896,456.0
3000897,34.385
3000898,130.0
3000899,130.0
3000900,3279.0
3000901,35.0
3000902,2.0
3000903,4.0
3000904,116.0
3000905,1.0
3000906,240.0
3000907,4.0
3000908,20.0
3000909,17.0
3000910,176.0
3000911,11.0
3000912,274.176
3000913,176.0
3000914,7.0
3000915,14.0
3000916,531.031
3000917,68.336
3000918,4106.119
3000919,3116.372
3000920,28.161
3000921,1.0
3000922,2.0
3000923,3.0
3000924,1030.0
3000925,0.0
3000926,112.0
3000927,2.0
3000928,673.0
3000929,632.0
3000930,188.0
3000931,24.0
3000932,49.0
3000933,4090.388
3000934,5.0
3000935,0.0
3000936,17.0
3000937,75.0
3000938,0.0
3000939,120.0
3000940,3.0
3000941,120.0
3000942,9.0
3000943,180.711
3000944,3.0
3000945,117.904
3000946,120.0
3000947,0.0
3000948,0.0
3000949,176.781
3000950,19.0
3000951,3974.08
3000952,121.0
3000953,0.0
3000954,8.0
3000955,0.0
3000956,3.0
3000957,4886.0
3000958,0.0
3000959,736.0
3000960,6.0
3000961,1642.0
3000962,1332.0
3000963,503.231
3000964,115.0
3000965,47.0
3000966,6818.398
3000967,51.0
3000968,0.0
3000969,20.0
3000970,30.0
3000971,1.0
3000972,462.0
3000973,16.0
3000974,462.0
3000975,10.0
3000976,398.0
3000977,5.0
3000978,621.59
3000979,443.0
3000980,4.0
3000981,13.0
3000982,395.125
3000983,110.466
3000984,3236.214
3000985,19.0
3000986,2.0
3000987,7.0
3000988,0.0
3000989,5.0
3000990,2309.0
3000991,0.0
3000992,135.0
3000993,35.0
3000994,814.0
3000995,1150.0
3000996,204.0
3000997,48.0
3000998,38.05
3000999,6114.0
3001000,8.0
3001001,0.0
3001002,11.0
3001003,75.0
3001004,0.0
3001005,190.0
3001006,7.0
3001007,190.0
3001008,173.0
3001009,190.0
3001010,3.0
3001011,115.923996
3001012,190.0
3001013,1.0
3001014,4.0
3001015,172.635
3001016,19.0
3001017,3345.798
3001018,19.0
3001019,1.0
3001020,2.0
3001021,0.0
3001022,5.0
3001023,2309.0
3001024,0.0
3001025,177.0
3001026,6.0
3001027,814.0
3001028,642.0
3001029,113.0
3001030,47.0
3001031,21.0
3001032,6114.0
3001033,9.0
3001034,0.0
3001035,17.0
3001036,75.0
3001037,0.0
3001038,227.0
3001039,1.0
3001040,227.0
3001041,5.0
3001042,227.0
3001043,1.0
3001044,112.655
3001045,140.263
3001046,0.0
3001047,1.0
3001048,61.951
3001049,28.0
3001050,2260.005
3001051,19.0
3001052,1.0
3001053,4.0
3001054,0.0
3001055,3.0
3001056,1866.0
3001057,0.0
3001058,167.0
3001059,5.0
3001060,1102.0
3001061,912.0
3001062,279.42
3001063,24.0
3001064,35.0
3001065,3728.0
3001066,7.0
3001067,1.0
3001068,11.0
3001069,108.0
3001070,0.0
3001071,171.0
3001072,3.0
3001073,171.0
3001074,212.0
3001075,198.287
3001076,2.0
3001077,319.91202
3001078,317.0
3001079,1.0
3001080,1.0
3001081,83.325
3001082,105.0
3001083,8003.299
3001084,49.0
3001085,4.0
3001086,1.0
3001087,7.0
3001088,5.0
3001089,2309.0
3001090,0.0
3001091,111.0
3001092,13.0
3001093,767.0
3001094,1150.0
3001095,276.0
3001096,90.0
3001097,45.0
3001098,5638.671
3001099,7.0
3001100,3.0
3001101,6.0
3001102,75.0
3001103,0.0
3001104,210.0
3001105,6.0
3001106,210.0
3001107,24.0
3001108,168.0
3001109,0.0
3001110,118.92
3001111,195.0
3001112,2.0
3001113,4.0
3001114,100.241
3001115,40.0
3001116,2260.005
3001117,19.0
3001118,4.0
3001119,2.0
3001120,0.0
3001121,2.0
3001122,1519.0
3001123,0.0
3001124,153.0
3001125,3.0
3001126,876.0
3001127,607.0
3001128,139.0
3001129,174.0
3001130,12.0
3001131,2520.402
3001132,4.0
3001133,0.0
3001134,7.0
3001135,9.0
3001136,1.0
3001137,115.0
3001138,0.0
3001139,50.129
3001140,137.0
3001141,36.0
3001142,1.0
3001143,41.286
3001144,128.0
3001145,1.0
3001146,1.0
3001147,98.591995
3001148,65.0
3001149,5486.462
3001150,49.0
3001151,1.0
3001152,14.0
3001153,0.0
3001154,3.0
3001155,2161.0
3001156,0.0
3001157,286.0
3001158,2.0
3001159,1142.0
3001160,1177.0
3001161,453.0
3001162,109.0
3001163,86.0
3001164,3564.0
3001165,10.0
3001166,0.0
3001167,17.0
3001168,75.0
3001169,0.0
3001170,250.0
3001171,0.0
3001172,250.0
3001173,224.0
3001174,177.0
3001175,3.0
3001176,220.836
3001177,177.0
3001178,2.0
3001179,14.0
3001180,270.135
3001181,47.0
3001182,4365.574
3001183,49.0
3001184,8.0
3001185,2.0
3001186,0.0
3001187,9.0
3001188,1737.0
3001189,0.0
3001190,603.0
3001191,9.0
3001192,474.0
3001193,729.0
3001194,184.0
3001195,115.0
3001196,50.0
3001197,3747.0
3001198,8.0
3001199,0.0
3001200,33.0
3001201,75.0
3001202,0.0
3001203,100.0
3001204,4.0
3001205,100.0
3001206,52.0
3001207,157.0
3001208,5.0
3001209,84.173004
3001210,127.317
3001211,0.0
3001212,0.0
3001213,129.792
3001214,42.742
3001215,4280.202
3001216,49.0
3001217,10.976
3001218,20.0
3001219,1.0
3001220,3.0
3001221,2102.0
3001222,0.0
3001223,294.0
3001224,10.0
3001225,762.0
3001226,1150.0
3001227,241.0
3001228,46.0
3001229,41.823997
3001230,6114.0
3001231,28.0
3001232,0.0
3001233,6.0
3001234,75.0
3001235,0.0
3001236,211.0
3001237,11.0
3001238,211.0
3001239,147.0
3001240,211.0
3001241,0.0
3001242,128.73201
3001243,211.0
3001244,0.0
3001245,6.0
3001246,61.951
3001247,17.0
3001248,2260.005
3001249,19.0
3001250,3.0
3001251,12.0
3001252,0.0
3001253,8.0
3001254,2854.0
3001255,0.0
3001256,606.0
3001257,9.0
3001258,891.0
3001259,1013.0
3001260,196.674
3001261,236.054
3001262,236.054
3001263,2213.0
3001264,34.0
3001265,1.0
3001266,4.0
3001267,116.0
3001268,2.0
3001269,305.0
3001270,22.0
3001271,22.0
3001272,9.0
3001273,220.0
3001274,8.0
3001275,512.968
3001276,200.0
3001277,11.0
3001278,10.0
3001279,885.287
3001280,59.193
3001281,3974.08
3001282,3116.372
3001283,30.023
3001284,8.0
3001285,0.0
3001286,4.0
3001287,2786.0
3001288,0.0
3001289,536.0
3001290,9.0
3001291,1204.0
3001292,1332.0
3001293,536.228
3001294,78.0
3001295,100.0
3001296,3828.812
3001297,9.0
3001298,0.0
3001299,14.0
3001300,108.0
3001301,0.0
3001302,200.0
3001303,0.0
3001304,200.0
3001305,68.0
3001306,200.0
3001307,2.0
3001308,219.85199
3001309,200.0
3001310,1.0
3001311,4.0
3001312,203.227
3001313,51.747
3001314,2060.149
3001315,49.0
3001316,10.176001
3001317,15.0
3001318,0.0
3001319,3.0
3001320,2295.0
3001321,0.0
3001322,382.0
3001323,3.0
3001324,947.0
3001325,1332.0
3001326,349.313
3001327,289.0
3001328,58.0
3001329,3284.0
3001330,10.0
3001331,0.0
3001332,15.0
3001333,108.0
3001334,0.0
3001335,310.035
3001336,3.0
3001337,209.0
3001338,85.131
3001339,227.0
3001340,0.0
3001341,87.232
3001342,313.0
3001343,2.0
3001344,13.0
3001345,159.317
3001346,115.055
3001347,3549.412
3001348,49.0
3001349,7.0
3001350,7.0
3001351,0.0
3001352,3.0
3001353,1450.0
3001354,0.0
3001355,177.0
3001356,9.0
3001357,629.0
3001358,586.0
3001359,170.0
3001360,48.0
3001361,63.0
3001362,8747.0
3001363,11.0
3001364,2.0
3001365,21.0
3001366,108.0
3001367,0.0
3001368,119.0
3001369,1.0
3001370,119.0
3001371,10.0
3001372,180.001
3001373,2.0
3001374,31.83
3001375,125.0
3001376,1.0
3001377,8.0
3001378,59.148003
3001379,47.0
3001380,2060.149
3001381,49.0
3001382,5.0
3001383,1.0
3001384,0.0
3001385,3.0
3001386,1502.0
