id,sales
3000888,7.0
3000889,0.0
3000890,4.0
3000891,2102.0
3000892,0.0
3000893,494.802
3000894,7.0
3000895,860.0
3000896,792.0
3000897,34.385
3000898,173.0
3000899,115.0
3000900,4411.0
3000901,13.0
3000902,0.0
3000903,20.0
3000904,57.0
3000905,0.0
3000906,202.0
3000907,8.0
3000908,19.0
3000909,17.0
3000910,154.0
3000911,8.0
3000912,300.755
3000913,258.0
3000914,7.0
3000915,13.0
3000916,289.324
3000917,68.336
3000918,4293.365
3000919,2006.874
3000920,24.525
3000921,1.0
3000922,0.0
3000923,6.0
3000924,1028.0
3000925,0.0
3000926,117.0
3000927,2.0
3000928,673.0
3000929,631.0
3000930,188.0
3000931,72.0
3000932,49.0
3000933,4092.443
3000934,2.0
3000935,1.0
3000936,9.0
3000937,14.0
3000938,1.0
3000939,120.0
3000940,5.0
3000941,120.0
3000942,9.0
3000943,180.87799
3000944,1.0
3000945,134.42
3000946,135.0
3000947,2.0
3000948,4.0
3000949,102.077
3000950,18.0
3000951,3974.08
3000952,182.0
3000953,0.0
3000954,15.0
3000955,0.0
3000956,4.0
3000957,4128.0
3000958,0.0
3000959,500.0
3000960,15.0
3000961,1677.0
3000962,773.0
3000963,503.231
3000964,66.0
3000965,41.0
3000966,5720.258
3000967,14.0
3000968,0.0
3000969,30.0
3000970,30.0
3000971,0.0
3000972,456.0
3000973,16.0
3000974,482.0
3000975,4.0
3000976,339.0
3000977,0.0
3000978,691.098
3000979,443.0
3000980,1.0
3000981,20.0
3000982,395.125
3000983,113.0
3000984,2511.426
3000985,55.0
3000986,8.0
3000987,3.0
3000988,0.0
3000989,4.0
3000990,1693.0
3000991,0.0
3000992,190.0
3000993,15.0
3000994,554.0
3000995,917.0
3000996,214.0
3000997,38.0
3000998,44.0
3000999,3479.0
3001000,8.0
3001001,0.0
3001002,11.0
3001003,17.0
3001004,0.0
3001005,155.0
3001006,8.0
3001007,155.0
3001008,10.0
3001009,202.0
3001010,4.0
3001011,197.568
3001012,156.0
3001013,0.0
3001014,6.0
3001015,150.263
3001016,17.0
3001017,2905.31
3001018,55.0
3001019,1.0
3001020,5.0
3001021,0.0
3001022,4.0
3001023,1022.0
3001024,0.0
3001025,177.0
3001026,7.0
3001027,580.0
3001028,545.0
3001029,113.0
3001030,25.0
3001031,29.0
3001032,2066.0
3001033,6.0
3001034,0.0
3001035,11.0
3001036,17.0
3001037,0.0
3001038,158.0
3001039,1.0
3001040,155.0
3001041,4.0
3001042,161.0
3001043,0.0
3001044,117.712
3001045,202.73
3001046,0.0
3001047,5.0
3001048,71.682
3001049,21.0
3001050,3974.08
3001051,55.0
3001052,3.0
3001053,1.0
3001054,0.0
3001055,4.0
3001056,1348.0
3001057,0.0
3001058,165.0
3001059,1.0
3001060,1310.0
3001061,966.0
3001062,279.42
3001063,51.0
3001064,35.0
3001065,3728.0
3001066,3.0
3001067,1.0
3001068,11.0
3001069,5.0
3001070,0.0
3001071,171.0
3001072,0.0
3001073,171.0
3001074,3.0
3001075,198.287
3001076,0.0
3001077,206.772
3001078,259.0
3001079,0.0
3001080,13.0
3001081,31.508
3001082,110.0
3001083,5953.291
3001084,55.0
3001085,6.0
3001086,3.0
3001087,4.0
3001088,4.0
3001089,1805.0
3001090,0.0
3001091,120.0
3001092,7.0
3001093,964.0
3001094,917.0
3001095,185.0
3001096,119.0
3001097,54.0
3001098,2912.073
3001099,1.0
3001100,1.0
3001101,8.0
3001102,15.0
3001103,0.0
3001104,173.0
3001105,7.0
3001106,233.0
3001107,9.0
3001108,186.0
3001109,1.0
3001110,164.187
3001111,221.0
3001112,0.0
3001113,9.0
3001114,110.833
3001115,34.0
3001116,3192.085
3001117,55.0
3001118,4.0
3001119,4.0
3001120,0.0
3001121,3.0
3001122,1431.0
3001123,0.0
3001124,162.0
3001125,2.0
3001126,641.0
3001127,636.0
3001128,127.0
3001129,55.0
3001130,24.0
3001131,1981.0
3001132,4.0
3001133,0.0
3001134,7.0
3001135,5.0
3001136,0.0
3001137,115.0
3001138,0.0
3001139,47.499
3001140,9.0
3001141,36.0
3001142,2.0
3001143,41.286
3001144,125.0
3001145,2.0
3001146,3.0
3001147,51.864
3001148,45.0
3001149,7126.989
3001150,55.0
3001151,2.0
3001152,9.0
3001153,0.0
3001154,6.0
3001155,4250.0
3001156,0.0
3001157,286.0
3001158,2.0
3001159,1026.0
3001160,1177.0
3001161,490.0
3001162,125.0
3001163,58.0
3001164,3788.0
3001165,10.0
3001166,0.0
3001167,17.0
3001168,22.0
3001169,0.0
3001170,226.0
3001171,0.0
3001172,226.0
3001173,9.0
3001174,177.0
3001175,6.0
3001176,248.06999
3001177,177.0
3001178,1.0
3001179,15.0
3001180,270.135
3001181,60.0
3001182,3537.774
3001183,55.0
3001184,7.0
3001185,3.0
3001186,0.0
3001187,9.0
3001188,2508.0
3001189,0.0
3001190,569.0
3001191,0.0
3001192,392.0
3001193,729.0
3001194,184.0
3001195,96.0
3001196,43.0
3001197,2238.281
3001198,8.0
3001199,0.0
3001200,22.0
3001201,28.0
3001202,0.0
3001203,183.0
3001204,0.0
3001205,183.0
3001206,8.0
3001207,125.0
3001208,0.0
3001209,84.173004
3001210,159.425
3001211,1.0
3001212,0.0
3001213,129.792
3001214,80.294
3001215,3537.774
3001216,55.0
3001217,6.211
3001218,5.0
3001219,1.0
3001220,2.0
3001221,2934.0
3001222,0.0
3001223,217.0
3001224,11.0
3001225,756.0
3001226,917.0
3001227,241.0
3001228,77.0
3001229,41.823997
3001230,2885.0
3001231,17.0
3001232,2.0
3001233,20.0
3001234,22.0
3001235,0.0
3001236,147.0
3001237,11.0
3001238,155.0
3001239,3.0
3001240,130.0
3001241,10.0
3001242,119.267
3001243,173.0
3001244,2.0
3001245,6.0
3001246,69.946
3001247,21.0
3001248,2905.31
3001249,55.0
3001250,0.0
3001251,2.0
3001252,0.0
3001253,9.0
3001254,2854.0
3001255,0.0
3001256,629.0
3001257,6.0
3001258,891.0
3001259,786.0
3001260,196.674
3001261,204.0
3001262,158.207
3001263,3891.0
3001264,34.0
3001265,3.0
3001266,19.0
3001267,16.0
3001268,0.0
3001269,305.0
3001270,23.0
3001271,35.0
3001272,9.0
3001273,220.0
3001274,8.0
3001275,405.448
3001276,200.0
3001277,4.0
3001278,4.0
3001279,546.696
3001280,101.118
3001281,3974.08
3001282,2006.874
3001283,31.83
3001284,11.0
3001285,0.0
3001286,6.0
3001287,4250.0
3001288,0.0
3001289,437.0
3001290,2.0
3001291,1026.0
3001292,1044.0
3001293,470.933
3001294,47.0
3001295,63.0
3001296,4003.188
3001297,9.0
3001298,0.0
3001299,15.0
3001300,43.0
3001301,0.0
3001302,236.0
3001303,0.0
3001304,236.0
3001305,8.0
3001306,242.0
3001307,6.0
3001308,329.746
3001309,308.0
3001310,0.0
3001311,8.0
3001312,216.386
3001313,66.982
3001314,2060.149
3001315,55.0
3001316,4.251
3001317,12.0
3001318,0.0
3001319,7.0
3001320,1927.0
3001321,0.0
3001322,399.0
3001323,2.0
3001324,927.0
3001325,653.0
3001326,349.313
3001327,289.0
3001328,83.736
3001329,2965.906
3001330,21.0
3001331,2.0
3001332,25.0
3001333,24.0
3001334,0.0
3001335,238.0
3001336,1.0
3001337,254.0
3001338,8.0
3001339,181.0
3001340,4.0
3001341,127.016
3001342,176.0
3001343,3.0
3001344,12.0
3001345,167.563
3001346,143.073
3001347,1904.137
3001348,55.0
3001349,0.0
3001350,4.0
3001351,0.0
3001352,4.0
3001353,1024.0
3001354,0.0
3001355,177.0
3001356,7.0
3001357,634.0
3001358,558.0
3001359,127.0
3001360,31.0
3001361,45.0
3001362,8747.0
3001363,12.0
3001364,0.0
3001365,41.0
3001366,46.0
3001367,0.0
3001368,158.0
3001369,1.0
3001370,158.0
3001371,3.0
3001372,180.001
3001373,1.0
3001374,113.887
3001375,143.0
3001376,0.0
3001377,8.0
3001378,193.754
3001379,47.0
3001380,2060.149
3001381,55.0
3001382,5.0
3001383,6.0
3001384,0.0
3001385,6.0
3001386,1471.0
3001387,0.0
