id,sales
3000888,1.11
3000889,0.13
3000890,16.26
3000891,3479.86
3000892,0.06
3000893,477.4851900000004
3000894,0.23
3000895,251.52
3000896,371.59
3000897,60.17793000000003
3000898,127.27
3000899,41.33121997999999
3000900,10877.238209999992
3000901,14.24
3000902,0.82
3000903,10.8
3000904,199.71073
3000905,0.3
3000906,193.27573995999998
3000907,6.81
3000908,211.57295996000002
3000909,99.35491999999998
3000910,193.44742
3000911,4.19
3000912,207.39279999999985
3000913,198.20190945999994
3000914,2.01
3000915,4.33
3000916,243.74698000000015
3000917,62.165179999999985
3000918,2406.2429079999997
3000919,904.8565859999998
3000920,7.422259995000001
3000921,1.14
3000922,2.67
3000923,14.41
3000924,972.76
3000925,0.0
3000926,83.43
3000927,0.21
3000928,600.58
3000929,398.65
3000930,90.88739000000005
3000931,30.44
3000932,35.28359997
3000933,10133.590469999994
3000934,4.65
3000935,0.02
3000936,10.3
3000937,166.77251
3000938,0.12
3000939,212.33722996
3000940,0.28
3000941,212.33722996
3000942,101.18492
3000943,195.91742
3000944,0.71
3000945,175.71223999999984
3000946,195.9719398399999
3000947,1.41
3000948,1.92
3000949,0.0
3000950,2.73
3000951,2785.0585879999994
3000952,138.65935800000003
3000953,0.76
3000954,0.12
3000955,0.39
3000956,10.5
3000957,989.31
3000958,0.02
3000959,326.73
3000960,1.25
3000961,731.88
3000962,411.34
3000963,295.5310000000002
3000964,154.42626
3000965,35.94708001
3000966,10014.941599999995
3000967,3.16
3000968,0.0
3000969,154.06606999999997
3000970,153.34161999999998
3000971,0.14
3000972,215.86015995999998
3000973,1.3
3000974,215.93925995999996
3000975,8.65
3000976,199.48971
3000977,2.55
3000978,0.0
3000979,206.14851936
3000980,1.7
3000981,6.88292
3000982,1.1406480399999999
3000983,0.0
3000984,3646.730249999999
3000985,147.77805920000003
3000986,0.0
3000987,0.0
3000988,0.17
3000989,10.38
3000990,952.65
3000991,0.0
3000992,116.45
3000993,0.0
3000994,552.6
3000995,399.74
3000996,95.88180000000004
3000997,49.59
3000998,34.53395998
3000999,7767.840959999998
3001000,0.0
3001001,0.0
3001002,22.85
3001003,151.14072999999996
3001004,0.1
3001005,208.41518999999997
3001006,0.14
3001007,208.41518999999997
3001008,101.35492
3001009,193.76194003999998
3001010,1.38
3001011,0.0
3001012,211.20333936
3001013,1.5
3001014,0.71
3001015,78.37104000000004
3001016,0.0
3001017,2751.5156679999986
3001018,119.75550930000001
3001019,0.0
3001020,0.0
3001021,0.0
3001022,9.83
3001023,899.57
3001024,0.0
3001025,116.91
3001026,0.0
3001027,552.6
3001028,391.09
3001029,95.88180000000004
3001030,49.59
3001031,34.53395998
3001032,7767.840959999998
3001033,0.0
3001034,0.0
3001035,22.85
3001036,151.14072999999996
3001037,0.08
3001038,208.41518999999997
3001039,0.14
3001040,208.41518999999997
3001041,8.05
3001042,196.08194003999998
3001043,1.29
3001044,0.0
3001045,192.35097019999986
3001046,1.5
3001047,1.29
3001048,0.0
3001049,0.0
3001050,2751.5156679999986
3001051,119.75550930000001
3001052,0.0
3001053,0.0
3001054,0.08
3001055,8.99
3001056,971.65
3001057,0.0
3001058,117.65
3001059,0.0
3001060,550.51
3001061,402.5
3001062,98.52859000000004
3001063,26.76
3001064,35.33213996
3001065,9654.385309999994
3001066,0.0
3001067,0.0
3001068,20.09
3001069,139.35162
3001070,0.06
3001071,220.90113000000002
3001072,0.12
3001073,221.48022999999998
3001074,101.89492
3001075,206.57078004
3001076,1.89
3001077,0.0
3001078,239.65586895999996
3001079,1.83
3001080,1.12
3001081,0.0
3001082,0.0
3001083,2471.117627
3001084,122.68408949999998
3001085,0.0
3001086,0.0
3001087,4.4
3001088,9.78
3001089,1090.1
3001090,0.0
3001091,109.75
3001092,0.0
3001093,569.88
3001094,400.79
3001095,101.67360000000004
3001096,62.2
3001097,34.720219969999995
3001098,7767.840959999998
3001099,0.0
3001100,0.0
3001101,20.69
3001102,151.15072999999995
3001103,0.07
3001104,203.30518999999995
3001105,3.41
3001106,203.30518999999995
3001107,101.36492
3001108,191.65194003999997
3001109,1.11
3001110,0.0
3001111,227.43665956000004
3001112,1.48
3001113,1.22
3001114,0.5703240199999999
3001115,0.0
3001116,2745.651287999999
3001117,150.93554949999995
3001118,0.0
3001119,0.0
3001120,0.08
3001121,7.91
3001122,806.23
3001123,0.0
3001124,126.48
3001125,0.0
3001126,663.12
3001127,397.43
3001128,94.16126000000003
3001129,94.04
3001130,35.24741998
3001131,10885.748209999992
3001132,0.0
3001133,0.0
3001134,16.0
3001135,137.62072999999998
3001136,0.05
3001137,175.98109996000002
3001138,0.0
3001139,178.45010996000002
3001140,103.20491999999999
3001141,74.05004994
3001142,1.98
3001143,9.33532
3001144,161.2621997
3001145,1.45
3001146,0.14
3001147,59.562939990000004
3001148,38.92540003
3001149,1544.788238
3001150,197.57806
3001151,0.0
3001152,0.0
3001153,0.28
3001154,10.1
3001155,810.38
3001156,0.0
3001157,102.23
3001158,0.0
3001159,603.54
3001160,409.7
3001161,116.65715000000009
3001162,65.97
3001163,35.422299949999996
3001164,10888.368209999993
3001165,0.0
3001166,0.0
3001167,12.9
3001168,149.81072999999998
3001169,0.07
3001170,192.15347996
3001171,0.31
3001172,192.15347996
3001173,101.19492
3001174,174.50526
3001175,1.72
3001176,0.0
3001177,207.71835922000002
3001178,1.54
3001179,1.7
3001180,0.0
3001181,0.0
3001182,2046.461158
3001183,169.69138950000004
3001184,0.0
3001185,0.0
3001186,0.13
3001187,14.9
3001188,912.27
3001189,0.0
3001190,335.02
3001191,0.0
3001192,646.42
3001193,415.78
3001194,214.66584000000014
3001195,182.11
3001196,41.929939999999995
3001197,10663.440469999994
3001198,0.0
3001199,0.0
3001200,12.97
3001201,149.82072999999997
3001202,0.15
3001203,192.15347996
3001204,0.0
3001205,192.15347996
3001206,99.63313999999998
3001207,175.15525999999997
3001208,0.49
3001209,0.0
3001210,179.44141027999996
3001211,1.42
3001212,0.0
3001213,107.84417003000006
3001214,69.59615998
3001215,3648.7396399999993
3001216,153.4948296
3001217,0.0
3001218,0.0
3001219,0.54
3001220,9.78
3001221,921.98
3001222,0.0
3001223,112.29
3001224,0.0
3001225,557.79
3001226,394.39
3001227,120.03770000000006
3001228,54.34
3001229,35.84080000000001
3001230,7767.840959999998
3001231,0.0
3001232,0.0
3001233,24.56
3001234,151.16072999999997
3001235,0.1
3001236,184.20862999999997
3001237,0.66
3001238,184.20862999999997
3001239,102.04492
3001240,173.23041003999998
3001241,1.67
3001242,0.0
3001243,224.38291936000002
3001244,1.69
3001245,2.28
3001246,1.1406480399999999
3001247,0.0
3001248,3152.87471
3001249,124.41832950000001
3001250,0.0
3001251,1.11
3001252,0.15
3001253,16.26
3001254,3484.97
3001255,0.02
3001256,477.4851900000004
3001257,0.55
3001258,253.33
3001259,371.59
3001260,60.17793000000003
3001261,127.27
3001262,41.33121997999999
3001263,10879.838209999993
3001264,18.67
3001265,0.86
3001266,10.8
3001267,199.71073
3001268,0.24
3001269,202.03011995999998
3001270,8.26
3001271,211.57295996000002
3001272,97.59313999999999
3001273,195.32742
3001274,4.22
3001275,97.16692015000001
3001276,195.0318301399999
3001277,2.35
3001278,4.39
3001279,243.74698000000015
3001280,62.24181999999998
3001281,2403.5916579999994
3001282,904.8565859999998
3001283,11.484899989999999
3001284,0.0
3001285,0.5
3001286,10.36
3001287,830.4
3001288,0.0
3001289,317.08
3001290,0.0
3001291,614.58
3001292,413.59
3001293,314.84988000000016
3001294,91.63
3001295,40.87817
3001296,11146.95820999999
3001297,0.0
3001298,0.0
3001299,18.77
3001300,139.39162
3001301,0.1
3001302,202.29296995999997
3001303,1.2
3001304,195.26996996000003
3001305,101.21492
3001306,185.26474000000002
3001307,1.8
3001308,0.0
3001309,138.12833976
3001310,1.45
3001311,1.55
3001312,0.0
3001313,0.0
3001314,3553.8597489999997
3001315,141.90284000000003
3001316,0.0
3001317,0.0
3001318,0.58
3001319,9.19
3001320,986.82
3001321,0.0
3001322,302.89
3001323,0.0
3001324,688.56
3001325,447.68
3001326,260.9031600000001
3001327,116.6
3001328,40.73341
3001329,11146.95820999999
3001330,0.0
